3693 ,Manufacture of sports goods,,,
36931,"Manufacture of carrom boards and tables for billiards, table tennis and other",,,
parlour,games,,,
36932,"Manufacture of billiard sticks, hockey sticks, cricket bats, stumps and other",,,
cricket,accessories,,,
36933,"Manufacture of rackets for badminton, lawn tennis, table tennis etc.",,,
36934,Manufacture of balls including those of billiards,,,
36935,Manufacture of athletic/gymnasium articles and equipment,,,
36939,Manufacture of sports and athletic goods n.e.c.,,,
3694 ,Manufacture of games and toys,,,
36941,Manufacture of children’s play equipment including toys and toy musical,,,
#VALUE!,#VALUE!,,,
36942,"Manufacture of wooden toys, decoration pieces and wooden lamp stand etc.",,,
[including,carved wood articles and articles made from coconut shells],,,
36949,Manufacture of other games and toys n.e.c.,,,
3699 ,Other manufacturing n.e.c.,,,
36991,"Manufacture of stationery articles n.e.c.: pens and pencils of all kinds, including",,,
pencil,"leads and pen refills; date, sealing or numbering stamps; prepared",,,
typewriter,ribbons and inked pads and other stationery articles n.e.c.,,,
36992,"Manufacture of umbrellas, sun umbrellas, walking sticks, seat sticks, whips, riding",,,
"crops,","buttons, press fasteners, snap fasteners, press studs and slide fasteners",,,
36993,"Manufacture of articles of personal use: smoking pipes; combs, hair slides and",,,
similar,articles; cigarette lighters; vacuum flasks and other vacuum vessels for,,,
personal,and household use; articles of human hair and other articles of personal,,,
use,n.e.c.,,,
36994,Manufacture of linoleum and hard surface floor coverings,,,
36995,"Making of candles, tapers and the similar products of wax",,,
36996,Manufacture of imitation jewellery,,,
36997,"Manufacture of brooms and brushes; hand operated mechanical floor sweepers,",,,
mops,"and feather dusters; paint pads and rollers; squeezes and other brushes,",,,
"brooms,",mops etc.,,,
36998,"Manufacture of miscellaneous decorative articles .n.e.c.: articles made from ivory,",,,
bones,and horns; artificial flowers; garland from natural fresh flowers and other,,,
novelties,and presentation articles n.e.c.,,,
36999,"Manufacture of other miscellaneous products, n.e.c.: roundabouts, swings,",,,
shooting,"galleries and other fairground amusements; tailors’ dummies, banners,",,,
signboards,and other articles n.e.c.,"metal waste and scrap [from old new papers, rejected glass",,
372,3720  37200 Recycling of non,metallic items etc. Collection of non,metal waste and scrap,
articles,and used non,,,
for,recycling is included in 51498.],,,
401,"4010  Production , collection and distribution of electricity",electric power plants,,
40101,Generation and transmission of electricity: hydro,,,
40102,Generation and transmission of electricity: coal based thermal power plants,based thermal power plants,,
40103,Generation and transmission of electricity: oil,,,
40104,Generation and transmission of electricity: atomic reactor power plants,,,
40105,Generation and transmission of electricity: other power plants using,,,
conventional,fuels (e.g. gas based),,,
40106,Generation of solar energy,gas energy,,
40107,Generation and distribution of bio,conventional sources.,,
40108,Generation of electricity from other non,,,
40109,"Collection and distribution of electric energy to households, industrial,",,,
commercial,and other users n.e.c.,,,
402,4020  40200 Manufacture of gas; distribution of gaseous fuels through mains,,,
403,4030  40300 Steam and hot water supply,,,
451,4510  Site preparation,,,
45101,Site preparation in connection with mining [Includes work performed to develop,,,
or,"prepare mineral properties, except oil and gas sites]",,,
45102,Site preparation other than in connection with mining,,,
452,4520  Building of complete constructions or parts thereof; civil engineering,,,
45201,"General construction (including alteration, addition, repair and maintenance) of",account basis or on a fee or contract,,
residential,"buildings, carried –out on own",,,
#VALUE!,#VALUE!,,,
45202,"General construction (including alteration, addition, repair and maintenance) of","buildings, carried –out on own",account basis or on a fee or,
non,residential,,,
contract,basis.,"beds, bridges, tunnels, pipelines,",,
45203,"Construction and maintenance of roads, rail","ports, harbours and runways etc.",,
rope,"ways,",,,
45204,"Construction/erection and maintenance of power, telecommunication and",,,
transmission,lines,,,
 45205,Construction and maintenance of waterways and water reservoirs,electric projects,,
45206,Construction and maintenance of hydro,electric power,,
45207,"Construction and maintenance of power plants, other than hydro",,,
#VALUE!,#VALUE!,,,
45208,Construction and maintenance of industrial plants other than power plants,,,
45209,Construction n.e.c. including special trade construction [includes construction and,,,
maintenance,of sports stadia and other construction not elsewhere classified and,,,
special,"trade construction such as foundation work, water well drilling scaffolding",,,
etc.,carried out on a fee or contract basis.],,,
453,4530  Building installation [ These activities are usually performed at the site of,,,
"construction,",although parts of the job may be carried out in a special shop.,classes.],,
Repair,of installations are also included in the corresponding sub,,,
45301,Plumbing and drainage,"conditioning systems, antennas, elevators and",,
45302,Installation of heating and air,,,
escalators;,"insulation work (water, heat, sound); and sound proofing systems.",,,
45303,Electrical installation work for constructions,,,
45309,"Other building installation n.e.c. [Includes industrial process piping work,",,,
installation,"of illumination and signaling systems for roads, railways, airports,",,,
harbors,etc. and installation of certain plants such as electric power and,,,
transformer,"plants, telecommunication plants and radar plants etc.]",,,
454,4540  Building completion [ Includes activities that contribute to the completion or,,,
finishing,of a construction. Repairs of the same type are also included in the,classes],,
corresponding,sub,,,
45401,"Setting of wall and floor tiles or covering with other materials like parquet,",,,
"carpets,",wall paper etc.,,,
45402,"Glazing, plastering, painting and decorating, floor sanding and other similar",,,
finishing,work,,,
45403,"Finish carpentry such as fixing of doors, windows, panels etc. and other building",,,
finishing,work n.e.c.,,,
455,4550  45500 Renting of construction or demolition equipment with operator [Renting of,,,
machinery,and equipment without operator is classified under Division 71],,,
501,5010  Sale of motor vehicles [Includes wholesale and retail sale of new and used,,,
passenger,"motor vehicles and lorries, trailers and semi trailers].",,,
50101,"Wholesale and retail sale of new passenger motor vehicles and lorries, trailers and",,,
semi,trailers,,,
50102,Activities of the commission agents involved in the sale of new passenger motor,,,
vehicles,"and lorries, trailers and semi trailers",,,
50103,Activities of the dealers in used motor vehicles,,,
502,5020  50200 Maintenance and repair of motor vehicles [including washing and polishing etc.],,,
503,5030  50300 Sale of motor vehicle parts and accessories [Includes wholesale and retail sale of,,,
all,"kinds of parts , components, and accessories for motor vehicles, when not",,,
combined,with sale of such vehicles themselves.],,,
504,"5040  Sale, maintenance and repair of motorcycles and related parts and accessories",,,
50401,"Sale of new motorcycles, scooters and three wheelers",,,
50402,"Activities of commission agents involved in the sale of motor cycles, scooters and",,,
three,wheelers,,,
50403,"Activities of the dealers in used motor cycles, scooters and three wheelers",,,
50404,"Maintenance and repair of motor cycles, scooters and three wheelers",,,
505,5050  50500 Retail sale of automotive fuel [ includes the activity of petrol filling stations.,,,
This,"activity is often combined with sales of lubricating products, cleaning and",,,
all,"other kinds of products for motor vehicles. If the main object, however, is",,,
the,"sale of automotive fuel or lubricants, they remain classified here.]",,,
511,"5110  Wholesale on a fee or contract basis. [Includes commission agents, commodity",,,
brokers,and auctioneers and all other wholesalers who trade on behalf and on the,,,
account,of others. Activities of self employed auctioneers are included in 74991.],,,
51101,"Commission agents dealing in agricultural raw material, live animals, food,",,,
"beverages,",intoxicants and textiles.,,,
51102,"Commission agents dealing in wood, paper, skin, leather and fur, fuel, petroleum",,,
"products,","chemicals, perfumery and cosmetics, glass, minerals, ores and metals.",,,
51103,"Commission agents dealing in machinery & equipment, other than transport",,,
#VALUE!,#VALUE!,,,
51109,Commission agents n.e.c. ( Commission agents working in emerging area like,are classified under 7290),,
e,commerce,,,
512 ,"Wholesale of agricultural raw material, live animals, food beverages and tobacco.",,,
5121 ,Wholesale of agricultural raw materials and live animals,,,
51211,Wholesale of cereals & pulses,"manufactured tobacco, paan (betel leaf), opium, ganja &",,
51212,Wholesale of un,,,
cinchona,etc.,,,
51213,Wholesale of live animals and poultry,,,
51214,"Wholesale of straw, fodder & other animal/poultry feed",,,
51215,Wholesale of flowers and plants,,,
51216,"Wholesale of hides, skins and leather",,,
51217,Wholesale of oilseed,,,
51218,Wholesale of sugarcane,,,
51219,"Wholesale of agricultural raw materials, n.e.c.",,,
5122 ,"Wholesale of food, beverages and tobacco [includes wholesale of fruits and",,,
"vegetables,","dairy products, eggs & edible oils & fats, meat, fishery products,",,,
"sugar,","confectionery & bakery products, beverages, coffee, tea, cocoa and spices,",,,
manufactured,tobacco & tobacco products etc.],,,
51221,Wholesale of fruits & vegetables,,,
51222,Wholesale of raw milk & dairy products,,,
51223,"Wholesale of meat, fish & eggs.",,,
51224,"Wholesale of confectionery, bakery products and beverages other than intoxicants.",,,
51225,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc.",,,
 51226,"Wholesale of tea, coffee & cocoa.",,,
51227,Wholesale of manufactured tobacco & tobacco products.,,,
51228,Wholesale of intoxicants like wines and liquors.,,,
51229,Wholesale of other basic/manufactured food stuffs n.e.c.,,,
513 ,Wholesale of household goods,,,
5131 ,"Wholesale of textiles, clothing and footwear",,,
51311,"Wholesale of textiles, household linen, articles of clothing, floor coverings and",,,
tapes,try,,,
51312,Wholesale of footwear,,,
5139 ,Wholesale of other household goods,,,
51391,"Wholesale of toiletry, perfumery and cosmetics",,,
51392,"Wholesale of metal, porcelain and glass utensils; crockery and chinaware and",,,
household,products made from rubber and plastic,,,
51393,Wholesale of furniture and fixtures,,,
51394,Wholesale of watches/clocks and optical goods,,,
51395,"Wholesale of radio, television and other consumer electronics",,,
51396,"Wholesale of paper and other stationery items; books, magazines and",,,
#VALUE!,#VALUE!,,,
51397,Wholesale of pharmaceutical and medical goods,,,
51398,"Wholesale of precious metals, stones and jewellery",,,
51399,"Wholesale of other households goods, n.e.c. [Includes wholesale of household",,,
equipment,"and appliances, n.e.c; photographic equipment, games, toys and sports",mechanised,,
goods,"(also includes bicycles, cycle rickshaw, tonga & other non",,,
vehicles);,leather goods and travel accessories; cleaning materials etc.],"agricultural intermediate products, waste and scrap",,
514 ,Wholesale of non,,,
5141 ,"51410 Wholesale of solid, liquid and gaseous fuels and related products.",,,
5142 ,51420 Wholesale of metals and metal ores,,,
5143 ,"Wholesale of construction materials, hardware, plumbing and heating equipment",,,
and,supplies,,,
51431,Wholesale of wood in the rough and products of primary processing of wood,,,
51432,Wholesale of building materials,,,
51433,Wholesale of hardware and sanitary fittings and fixtures and flat glass,,,
51434,"Wholesale of paints, varnishes, and lacquers",,,
5149 ,"Wholesale of other intermediate products, waste and scrap [includes basic",,,
industrial,"chemicals, fertilizer and plastic materials in primary forms, textile",cycling etc.],,
"fibres,",waste and scrap and materials for re,,,
51491,Wholesale of cotton & Jute fibres including procurement agencies,,,
51492,Wholesale of raw wool,,,
51493,Wholesale of raw silk.,,,
51494,Wholesale of other textile fibres n.e.c.,,,
51495,Wholesale of plastic materials in primary forms,,,
51496,Wholesale of industrial chemicals,,,
51497,Wholesale of fertilisers and pesticides,cycling (Includes the activities,,
51498,Wholesale of waste and scrap & materials for re,,,
like,"collecting, sorting, stripping of used goods, packing and repacking, storage",,,
and,"delivery, but without a real transformation.)",,,
515 ,"Wholesale of machinery, equipment and supplies",,,
5151 ,"Wholesale of computers, computer peripheral equipment and software",,,
51511,Wholesale of computer and computer peripheral equipment,,,
51512,Wholesale of photocopy and thermocopy machine,,,
51513,Wholesale of software,,,
5152 ,Wholesale of electronic parts and equipments,,,
51521,Wholesale of electronic valves and tubes,conductor device,,
51522,Wholesale of semi ,,,
51523,Wholesale of microchips and integrated circuits,,,
51524,Wholesale of printed circuits,,,
51525,Wholesale of blank audio and video tapes and diskettes,,,
51526,Wholesale of telephone and communications equipments,,,
5159 ,"Wholesale of other machinery, equipment and supplies",,,
51591,Wholesale of agricultural machinery and equipment,,,
51592,Wholesale of transport equipment except motor vehicles and motor cycles,,,
51593,Wholesale of construction and civil engineering machinery and equipment,,,
51594,"Wholesale of machinery and equipment for the textile, wood and metal",,,
industries,etc.,,,
51595,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",,,
51596,"Wholesale of office machinery and equipment other than computers, computer",,,
peripheral,equipment and software,,,
51597,"Wholesale of scientific, medical and surgical machinery and equipment",,,
51599,"Wholesale of other machinery, equipment and supplies n.e.c.",,,
519,5190  Other wholesale [Includes specialized wholesale not covered in any one of the,,,
previous,categories and wholesale in a variety of goods without any particular,,,
#VALUE!,#VALUE!,,,
51901,Wholesale of lottery tickets,commerce,,
51902,Wholesale trade via e,,,
51909,Other wholesale n.e.c.,specialized retail trade in stores,,
521 ,Non,"specialized stores with food, beverages or tobacco",,
5211 ,52110 Retail sale in non,"called general stores which have, apart",,
predominating,[Includes mainly the so,,,
from,"their main sales of groceries, several other lines of merchandise such as",,,
"cosmetics,",clothing etc.],specialized stores [Includes mainly the so,called,
5219 ,52190 Other retail sale in non,,,
departmental,"stores carrying a general line of merchandise, including wearing",,,
"apparel,","appliances, cosmetics, jewellery, toys, sporting goods etc.. Such lines are",,,
generally,arranged in separate departments but are integrated under a single,,,
#VALUE!,#VALUE!,,,
522,"5220  Retail sale of food, beverages and tobacco in specialized stores",,,
52201,"Retail sale of cereals and pulses, tea, coffee, spices, flour and other basic food",,,
#VALUE!,#VALUE!,,,
 52202,Retail sale of fresh fruits and vegetables,,,
52203,"Retail sale of meat, fish and poultry",,,
52204,Retail sale of sweetmeats & confectionery,,,
52205,"Retail sale of bakery products, dairy products and eggs",,,
52206,"Retail sale of aerated water, soft drinks and ice creams",,,
52207,"Retail sale of paan, bidi, cigarette, opium, ganja, cinchona etc",,,
52208,"Retail sale of wine and liquor , not consumed on the spot",,,
52209,Retail sale of food products n.e.c.,,,
523 ,Other retail trade of new goods in specialized stores,,,
5231 ,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",,,
52311,"Retail sale of pharmaceutical, medical and orthopedic goods",,,
52312,"Retail sale of perfumery articles, cosmetics and soaps",,,
5232 ,"Retail sale of textiles, clothing, footwear and leather goods [including travel",,,
#VALUE!,#VALUE!,,,
52321,Retail sale of textiles,,,
52322,"Retail sale of readymade garments, including hosiery goods",,,
52323,Retail sale of footwear,,,
52324,Retail sale of leather goods and travel accessories,,,
5233 ,"Retail sale of household appliances, articles and equipment",,,
52331,"Retail sale of crockery, glassware and plastic ware",,,
52332,"Retail sale of gas stoves, cooking/kitchen appliances and utensils (other than",class 52331),,
those,classified in Sub,,,
52333,Retail sale of furniture,,,
52334,"Retail sale of TV/radio, refrigerators, washing machines and other",,,
electric/electronic,household goods (retail sale of watches and clocks is included,,,
in,class 5239),,,
52335,Retail sale of electric goods and supplies n.e.c [includes retail sale of insulated,,,
"wires/cables,",articles for lighting and other miscellaneous electric goods not,,,
elsewhere,classified],,,
52339,"Retail sale of household appliances, articles and equipment n.e.c. [Includes retail",,,
sale,of sewing and knitting machines; net curtains and diverse household articles,,,
of,"textile materials; wood, cork goods and wickerwork goods and other household",,,
utilities,and durables not elsewhere classified],,,
5234 ,"Retail sale of hardware, paints and glass",,,
52341,Retail sale of construction materials,it,yourself,
52342,"Retail sale of hardware, including paints, varnishes, lacquers and do",,,
materials,and equipment,,,
52343,Retail sale of glass,,,
5239 ,Other retail sale in specialized stores,,,
52391,Retail sale of watches and clocks,customized software (supply of specialized,,
52392,Retail sale of computers and non,,,
software,is covered under 722),,,
52393,Retail sale of jewellery,,,
52394,"Retail sale of photographic, optical and other stores and supplies etc.",,,
52395,"Retail sale of firewood, coal and kerosene oil and cooking gases",,,
52396,"Retail sale of books, magazines and stationery, including distribution of",,,
#VALUE!,#VALUE!,,,
 52397,"Retail sale of agricultural inputs (seeds, fertilisers, pesticides), machinery,",,,
equipment,and tools,,,
52398,"Retail sale of sport goods, games and toys",,,
52399,Other retail sale in specialized stores n.e.c. [Includes retail sale of flowers and,,,
plants;,"pet animals; wall paper and floor coverings; bicycles, cycle rickshaw,",mechanised vehicles and other non,food products not,
tonga,& other non,,,
elsewhere,classified],hand goods in stores,,
524,5240  52400 Retail sale of second,,,
525 ,Retail trade not in stores,,,
5251 ,Retail sale via mail order houses [includes the activity of retail selling through,,,
#VALUE!,#VALUE!,,,
52511,Retail sale via mail order houses,commerce,,
52512,Retail sale via e,,,
5252 ,52520 Retail sale via stalls and markets,store retail sale [ including network marketing ],,
5259 ,Other non,,,
52591,Retail sale of lottery tickets,store retail sale n.e.c. (Includes retail sale of any kind of product in any,,
52599,Other non,"classes, such as by",,
way,which is not included in the previous classes/sub,,,
salespersons,who go from house to house or by vending machines or on a fee or,,,
contract,basis),,,
526,5260  Repair of personal and household goods [Includes repair of personal and,,,
household,goods when not done in combination with manufacture or wholesale or,,,
retail,sale of these goods],,,
52601,Repair of footwear and leather goods,,,
52602,Repair of household electrical appliances,,,
52603,"Repair of TV,VCR, radio, tape recorder, refrigerator and other similar items",,,
52604,Repair of watches and clocks,mechanised vehicles,,
52605,"Repair of bicycles, cycle rickshaws and other non",,,
52609,Repair of personal and household goods n.e.c.,stay accommodation [,,
551,5510  Hotels; camping sites and other provision of short,,,
Restaurant,facilities operated in connection with the provision of lodging remain,,,
classified,in this group. Also included are the operation of sleeping cars when,,,
carried,on by separate units],,,
55101,Hotels and motels,,,
55102,"Inns, Dharmshalas and other places providing short term lodging/ camping",,,
facilities,"open to general public, including those run by religious and charitable",,,
organisations,(includes provision of short term accommodation in houseboats).,,,
55103,Provision of short term lodging/camping facility to members of a particular,,,
organisation,"(includes government guest/rest/circuit houses, company guest",,,
houses,and similar establishments),,,
55104,Operation of dormitories and/or residence halls/hostels at educational institutions,stay.,,
for,short,stay accommodation n.e.c.,,
 55109,Provision of short,,,
552,"5520  Restaurants, bars and canteens [ Sales through vending machines is classified in",52599],,
Sub,class,,,
55201,Restaurants with bars,,,
55202,Restaurants without bars,,,
55203,Canteens,,,
55204,Activities of caterers,,,
55205,Operation of dining cars in the railways and other transport facilities when carried,,,
on,by separate units,,,
55206,Meals on adhoc fixed site,,,
55207,Meals without premises (Meals on wheels),,,
55208,Cooking services,,,
55209,"Restaurants, bars and canteens n.e.c.",urban,,
601,6010  Transport via railways [Includes passenger and freight transport by inter,,,
railways.,Also covers related activities such as shunting and switching],,,
60101,Passenger railway transport,,,
60102,Freight railway transport,,,
60109,Railway transport n.e.c.,,,
602 ,Other land transport,,,
6021 ,Other scheduled passenger land transport [Includes activities providing regular,,,
"urban,","suburban or inter urban transport of passengers on scheduled routes, other",,,
than,"inter urban railway transport. They may be carried out with motor bus,",,,
"tramway,","trolley bus, underground and elevated railways. Also included are the",to,"airport/station lines, sightseeing buses, aerial",
operation,"of school buses, town",,,
cableways,etc.],urban including underground and elevated,,
60211,"Land transport other than urban, sub",,,
#VALUE!,#VALUE!,urban including underground and elevated railways.,,
60212,Transport of urban sub,scheduled passenger land transport [Includes passenger land transport,,
6022 ,Other non,,,
such,"as taxi operation, rental of private cars with operator and other occasional",,,
coach,"services, man or animal drawn vehicles]",scheduled passenger land transport by motor vehicles,,
60221,Other non,"scheduled passenger land transport, other than by motor vehicles (i.e.",,
60222,Other non,,,
by,"bullock carts, tongas and cycle rickshaws etc.)",,,
6023 ,Freight transport by road,,,
60231,Freight transport by motor vehicles,,,
60232,Freight transport other than by motor vehicles (i.e. by man or animal drawn,,,
vehicles,"such as bullock carts, cycle rickshaws and the like)",,,
603,"6030  60300 Transport via pipelines [Includes transport of gases, liquids, slurry and other",,,
commodities,via pipelines. Included are the incidental activities like operation of,,,
pump,stations and maintenance of the pipeline.],,,
611,6110  61100 Sea and coastal water transport,,,
612,6120  61200 Inland water transport,,,
621,6210  62100 Scheduled air transport,scheduled air transport,,
622,6220  62200 Non,,,
630 ,Supporting and auxiliary transport activities; activities of travel agencies,,,
6301 ,Cargo handling,,,
63011,"Cargo handling, incidental to land transport",,,
63012,"Cargo handling, incidental to water transport",,,
63013,"Cargo handling, incidental to air transport",,,
6302 ,Storage and warehousing,,,
63021,Warehousing of agricultural products without refrigeration,,,
63022,Warehousing of agricultural products with refrigeration (i.e. cold storage ),,,
63023,Storage and warehousing n.e.c.[Includes general merchandise warehouses and,,,
warehousing,"of furniture, automobiles, gas and oil, chemicals, text iles etc. Also",,,
included,is storage of goods in foreign trade zones],,,
6303 ,Other supporting transport activities,,,
63031,"Supporting services to land transport such as operation of railway stations, bus",,,
"stations,","highway bridges, toll roads, vehicular tunnels; parking lots and leftluggage",,,
facilities,"at the railway stations, bus stations; and traffic control activities",,,
63032,Supporting services to water transport such as operation and maintenance of,,,
"piers,","docks, pilotage, and loading and unloading of vessels",,,
63033,Supporting services to air transport such as operation and maintenance of,,,
"terminals,","flying facilities, radio bacons, flying control centers and radar stations",,,
#VALUE!,#VALUE!,,,
6304 ,63040 Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,,,
[Includes,"furnishing travel information; advice and planning; arranging tours,",,,
accommodation,and transportation for travellers and tourists; and furnishing,,,
tickets,"etc. Also included are tourist assistance activities, such as carried on by",,,
tourist,guides],,,
6309 ,"63090 Activities of other transport agencies [Includes forwarding of freight, organisation",,,
or,"arrangement of transport on behalf of the shipper or consignee, receiving and",,,
acceptance,"of freight, transportation document preparation, consolidation and",,,
break,"bulk of freight, freight brokerage, custom house brokerage, bill auditing and",,,
freight,"rate information, brokerage for ship and aircraft space, packing and crating","crating, weighing and sampling of freight etc. This also",,
and,unpacking and de,,,
includes,the services provided by chauffeurs and personal car drivers.],,,
6411 ,64110 National post activities [ Postal savings activities and other financial activities,,,
carried,out in combination with postal activity is classified in the relevant class,,,
under,financial inter mediation provided such activities are predominant for the,,,
concerned,establishment.],,,
6412 ,64120 Courier activities other than national post activities,,,
642,"6420  Telecommunications [Production of radio and television programmes, whether",,,
or,"not combined with broadcasting, is classified under class 9213.]",,,
64201,"Provision of basic telecom services: telephone, telex and telegraph (includes the",,,
activities,of STD/ISD booths),"mail, cellular phone, video",,
64202,"Provision of value added telecom services: paging, e",,,
"conferencing,",internet (service directly purchased from internet service providers),,,
#VALUE!,#VALUE!,,,
64203,Maintenance of telecom network,,,
64204,Activities of the cable operators,,,
651 ,Monetary Intermediation [This group includes the obtaining of funds in the form,,,
of,deposits],,,
6511 ,65110 Central banking,,,
[relates,to the functions and working of the Reserve Bank of India].,,,
6519 ,Other monetary intermediation. [includes monetary intermediation of commercial,,,
"banks,",discount houses saving banks and other specialised institutions granting,,,
credit,for house purchases that also take deposits],,,
65191,"Monetary intermediation of commercial banks, saving banks and discount houses",,,
65192,Activities of specialised institutions granting credit for house purchases that also,,,
take,deposits,,,
659 ,Other financial intermediation. [This group includes financial intermediation other,,,
than,that conducted by monetary institutions.],,,
6591 ,65910 Financial leasing [Operational leasing is classified in division 71],,,
6592 ,Other credit granting.[This class includes financial intermediation primarily,,,
concerned,with making loans by institutions not involved in monetary,,,
"intermediation,","including the granting of consumer credit, the provision of longterm",,,
finance,to industry and money lending outside the banking system.(Financial,,,
leasing,is classified in class 6591 and Operational leasing in division 71)], purchase financing,,
65921,Activities of hire ,,,
65922,Activities of housing finance companies. (Granting of credit for house purchase,,,
by,specialised institutions that do not also take deposits is included here),,,
65923,Activities of commercial loan companies. (included are the activities of the,,,
company,which is carrying on as its principal business providing of loans or,,,
advances,or otherwise for any activity other than its own),,,
65924,Activities through credit cards,incorporated financial,,
65929,Other credit activities including pawn shops n.e.c. (Un,,,
institutions,in class 6599).,,,
6599 ,Other financial intermediation n.e.c. [This class includes other financial,,,
intermediation,primarily concerned with distributing funds other than by making,,,
loans.,This includes investment in securities including dealing for own account by,,,
 65991,Activities of Mutual Funds including Unit Trust of India,,,
65992,Activities of Chit fund/Kuri companies,operating financial holding companies (Investment Companies),,
65993,Non,,,
65999,Other financial intermediation n.e.c. (Provident and insurance services are,,,
classified,in division 66.),,,
660 ,"Insurance and pension funding, except compulsory social security.",,,
6601 ,66010 Life insurance [This class includes life insurance (including reinsurance) and other,"insurance, with or without a substantial saving element, including the",,
long,term,,,
collection,and investment of funds],,,
6602 ,"66020 Pension funding [This class includes the provision of retirement incomes,",,,
including,activities involving the collection and investment of funds (Funding and,,,
administration,of compulsory social security programmes are classified in class,,,
#VALUE!,#VALUE!,life insurance,,
6603 ,66030 Non,,,
671 ,"Activities auxiliary to financial intermediation, except insurance and pension",,,
funding.[This,Group includes activities involved in or closely related to financial,other than insurance and pension funding but not themselves,,
inter,mediation,mediation].,,
involving,financial inter,,,
6711 ,67110 Administration of financial markets. [This class includes the operation and,,,
supervision,of financial markets other than by public authorities and includes the,,,
activities,of stock exchanges etc.],,,
6712 ,67120 Security dealing activities. [This class includes dealing in financial market on,,,
behalf,of others (e.g. stock broking) and related activities.(Dealing in markets on,is classified in class 6599)].,,
own,account,,,
6719 ,67190 Activities auxiliary to financial intermediation n.e.c. [This class includes activities,,,
of,"financial advisers, mortgage advisers and brokers, bureaux de change (foreign",,,
exchange,services) etc.].,,,
672,6720  67200 Activities auxiliary to insurance and pension funding,,,
[This,class includes activities involved in or closely related to the management of,,,
insurance,and pension funding other than financial intermediation and includes,,,
activities,"of insurance agents, average and loss adjusters, actuaries and salvage",,,
administrators.,(Marine salvage is classified in class 6303)].,,,
701,7010  Real estate activities with own or leased property.,owned or leased,,
[This,"class includes buying, selling, renting and operating of self","residential buildings,",,
real,"estate such as apartment building and dwellings, non",,,
developing,and subdividing real estate into lots etc. Also included are,,,
development,"and sale of land and cemetery lots, operating of apartment hotels and",,,
residential,mobile home sites.(Development on own account involving,,,
construction,is classified in class 4520).],,,
 70101,"Purchase, sale letting of leased residential buildings",residential buildings,,
70102,"Purchase, sale letting of leased non",,,
70103,Operating of real estate of self owned residential buildings,residential buildings,,
70104,Operating of real estate of self owned non,,,
70105,Developing and subdividing real estate into lots,,,
70106,Lessors of real property,,,
70109,Real estate activities with own or leased property n.e.c.,,,
702,"7020  70200 Real estate activities on a fee or contract basis. [This class includes buying,",,,
"selling,",renting managing and appraising real estate on a fee or contract basis.,,,
This,class also includes the service activities provided by Munshi. ],,,
711 ,Renting of transport equipment,,,
7111 ,71110 Renting of land transport equipment [Renting without operator of all kinds of,,,
land,"transport equipment e.g. railroad vehicles cars trucks, trailers and semi ",,,
"trailers,","motor cycles, scooters, including that of containers, caravans and",,,
campers.(Renting,and leasing of vehicles or trucks with driver is classified in class,,,
6022,and 6023 respectively. Renting of bicycles is classified in class 7130)].,,,
7112 ,71120 Renting of water transport equipment [Renting of water transport equipment with,,,
operator,is classified in appropriate class of division 61. Renting of pleasure boats,,,
and,related docking facilities is classified in class 9249].,,,
7113 ,71130 Renting of air transport equipment [Renting of air transport equipment with,,,
operator,is classified in appropriate class of division 62].,,,
712 ,Renting of other machinery and equipment,,,
7121 ,71210 Renting of agricultural machinery and equipment [Renting of this machinery or,,,
equipment,with operators is classified in class 0140].,,,
7122 ,71220 Renting of construction and civil engineering machinery and equipment. [Renting,,,
of,this machinery or equipment with operators is classified in class 4550].,,,
7123 ,71230 Renting of office machinery and equipment [including computers],,,
7129 ,71290 Renting of other machinery and equipment n.e.c.,,,
713,7130  Renting of personal and household goods n.e.c. [ includes renting of all kinds of,,,
personal,"and household goods, whether the customers are household or industries]",,,
71301,"Renting of tents, electrical appliances, furniture, table ware, crockery and utensils.",,,
71302,"Renting of video cassettes, CDs, audio cassettes and records etc. ( similar lending",class 9231),,
activities,undertaken by libraries and archives are classified under sub,,,
71303,"Renting of books, journals and magazines etc. (lending of books is classified",,,
under,class 9231),,,
71309,"Renting of costumes, musical instruments and other personal and household goods",,,
including,"bicycle, footwear n.e.c.",,,
721,7210  72100 Hardware consultancy.[This class includes consultancy on type and configuration,,,
722 ,"Software publishing, consultancy and supply [Software publishing includes",made (non,"customized) software,",
"production,",supply and documentation of ready,,,
operating,"systems software, business & other applications software, computer",,,
games,software for all platforms. Consultancy includes providing the best solution,,,
in,the form of custom software after analyzing the user’s needs and problems.,to,order software based on orders from,
Custom,software also includes made,,,
specific,"users. Also, included are writing of software of any kind following",page design].,,
directives,"of the users; software maintenance, web",,,
7221 ,Software publishing,made (non,customized) software,
72211,"Production, supply and documentation of ready",made (non,customized) operating,
72212,"Production, supply and documentation of ready",,,
systems,software,made (non,customized) software,
72213,"Production, supply and documentation of ready",,,
for,"business & other applications, where the application is by & large spelt out",,,
#VALUE!,#VALUE!,made (non,customized) computor,
72214,"Production, supply and documentation of ready",,,
games,software for all platforms,,,
7229 ,Other software consultancy and supply,,,
72291,"Analysis, design and programming of custom software, ready to use, including",,,
